FID,Shape,kecamatan,kabupaten,provinsi,lat,lon,kategori
4203,"Point[X=120.006839699792, Y=-5.22724372961437, WKID=4326]",SINJAI BARAT,SINJAI,SULAWESI SELATAN,-5.22724373,120.0068397,low
4204,"Point[X=108.273264200083, Y=-6.46661136092553, WKID=4326]",WIDASARI,INDRAMAYU,JAWA BARAT,-6.466611361,108.2732642,low
4205,"Point[X=105.201722499694, Y=-5.50775682861467, WKID=4326]",TELUK PANDAN,PESAWARAN,LAMPUNG,-5.507756829,105.2017225,low
4206,"Point[X=111.066626300264, Y=-7.54332038093077, WKID=4326]",KERJO,KARANGANYAR,JAWA TENGAH,-7.543320381,111.0666263,low
4207,"Point[X=98.8689805600049, Y=1.53639930508393, WKID=4326]",PINANGSORI,TAPANULI TENGAH,SUMATERA UTARA,1.536399305,98.86898056,low
4208,"Point[X=107.136856099829, Y=-6.07884445101058, WKID=4326]",CABANGBUNGIN,BEKASI,JAWA BARAT,-6.078844451,107.1368561,low
4209,"Point[X=128.294552899897, Y=0.940077685436904, WKID=4326]",MABA,HALMAHERA TIMUR,MALUKU UTARA,0.940077685,128.2945529,low
4210,"Point[X=124.832511999929, Y=1.55340118801445, WKID=4326]",BUNAKEN,KOTA MANADO,SULAWESI UTARA,1.553401188,124.832512,low
4211,"Point[X=108.717522500063, Y=-7.63884490726662, WKID=4326]",KALIPUCANG,PANGANDARAN,JAWA BARAT,-7.638844907,108.7175225,low
4212,"Point[X=108.331547199744, Y=-6.68975631000563, WKID=4326]",SUMBERJAYA,MAJALENGKA,JAWA BARAT,-6.68975631,108.3315472,low
4213,"Point[X=99.5449168401401, Y=0.975101298686013, WKID=4326]",BUKIT MALINTANG,MANDAILING NATAL,SUMATERA UTARA,0.975101299,99.54491684,low
4214,"Point[X=108.382679300409, Y=-7.10876906633928, WKID=4326]",PANAWANGAN,CIAMIS,JAWA BARAT,-7.108769066,108.3826793,low
4215,"Point[X=113.318270799658, Y=-8.18130059334766, WKID=4326]",ROWOKANGKUNG,LUMAJANG,JAWA TIMUR,-8.181300593,113.3182708,low
4216,"Point[X=110.159652699912, Y=-7.53612309220688, WKID=4326]",TEMPURAN,MAGELANG,JAWA TENGAH,-7.536123092,110.1596527,low
4217,"Point[X=109.450202799719, Y=-7.43465003886814, WKID=4326]",BUKATEJA,PURBALINGGA,JAWA TENGAH,-7.434650039,109.4502028,low
4218,"Point[X=110.694025399952, Y=-7.53703358563143, WKID=4326]",BANYUDONO,BOYOLALI,JAWA TENGAH,-7.537033586,110.6940254,low
4219,"Point[X=110.919189399871, Y=-7.1600019099601, WKID=4326]",TOROH,GROBOGAN,JAWA TENGAH,-7.16000191,110.9191894,low
4220,"Point[X=105.836253099801, Y=-6.37059010125211, WKID=4326]",LABUAN,PANDEGLANG,BANTEN,-6.370590101,105.8362531,low
4221,"Point[X=109.312621399658, Y=-6.92318455072638, WKID=4326]",WARUREJA,TEGAL,JAWA TENGAH,-6.923184551,109.3126214,low
4222,"Point[X=110.929694100103, Y=-7.31910368638597, WKID=4326]",MONDOKAN,SRAGEN,JAWA TENGAH,-7.319103686,110.9296941,low
4223,"Point[X=111.939100399664, Y=-0.0242587948075084, WKID=4326]",KAYAN HILIR,SINTANG,KALIMANTAN BARAT,-0.024258795,111.9391004,low
4224,"Point[X=112.099613500163, Y=-7.90357600962511, WKID=4326]",WATES,KEDIRI,JAWA TIMUR,-7.90357601,112.0996135,low
4225,"Point[X=99.0562780098223, Y=2.95629661189918, WKID=4326]",SIANTAR BARAT,KOTA PEMATANGSIANTAR,SUMATERA UTARA,2.956296612,99.05627801,low
4226,"Point[X=114.734904300393, Y=-3.44894569798555, WKID=4326]",LIANG ANGGANG,KOTA BANJARBARU,KALIMANTAN SELATAN,-3.448945698,114.7349043,low
4227,"Point[X=109.921955899945, Y=-7.56829568729609, WKID=4326]",BRUNO,PURWOREJO,JAWA TENGAH,-7.568295687,109.9219559,low
4228,"Point[X=105.886478299834, Y=-6.18000677329388, WKID=4326]",CINANGKA,SERANG,BANTEN,-6.180006773,105.8864783,low
4229,"Point[X=111.565292899648, Y=-8.20399876233296, WKID=4326]",DONGKO,TRENGGALEK,JAWA TIMUR,-8.203998762,111.5652929,low
4230,"Point[X=107.84089990001, Y=-6.82347517943595, WKID=4326]",RANCAKALONG,SUMEDANG,JAWA BARAT,-6.823475179,107.8408999,low
4231,"Point[X=110.502429799596, Y=-7.17152525878362, WKID=4326]",PRINGAPUS,SEMARANG,JAWA TENGAH,-7.171525259,110.5024298,low
4232,"Point[X=109.546862800178, Y=-7.41625076506074, WKID=4326]",RAKIT,BANJARNEGARA,JAWA TENGAH,-7.416250765,109.5468628,low
4233,"Point[X=99.7976594598163, Y=2.08855991081128, WKID=4326]",BILAH BARAT,LABUHANBATU,SUMATERA UTARA,2.088559911,99.79765946,low
4234,"Point[X=102.441140900332, Y=-0.573438779276216, WKID=4326]",SIBERIDA,INDRAGIRI HULU,RIAU,-0.573438779,102.4411409,low
4235,"Point[X=108.184823600229, Y=-7.3461410356802, WKID=4326]",MANGKUBUMI,KOTA TASIKMALAYA,JAWA BARAT,-7.346141036,108.1848236,low
4236,"Point[X=114.947266200075, Y=-8.30874612223573, WKID=4326]",BUSUNG BIU,BULELENG,BALI,-8.308746122,114.9472662,low
4237,"Point[X=111.726995599967, Y=-7.0396009918922, WKID=4326]",SENORI,TUBAN,JAWA TIMUR,-7.039600992,111.7269956,low
4238,"Point[X=110.0428116996, Y=-7.25403701329748, WKID=4326]",NGADIREJO,TEMANGGUNG,JAWA TENGAH,-7.254037013,110.0428117,low
4239,"Point[X=111.662315999584, Y=-7.47426693676965, WKID=4326]",PILANGKENCENG,MADIUN,JAWA TIMUR,-7.474266937,111.662316,low
4240,"Point[X=110.705105999942, Y=-6.52166271786007, WKID=4326]",MLONGGO,JEPARA,JAWA TENGAH,-6.521662718,110.705106,low
4241,"Point[X=108.916777600206, Y=-7.73328866434036, WKID=4326]",CILACAP SELATAN,CILACAP,JAWA TENGAH,-7.733288664,108.9167776,low
4242,"Point[X=106.29343510005, Y=-6.91960797932472, WKID=4326]",BAYAH,LEBAK,BANTEN,-6.919607979,106.2934351,low
4243,"Point[X=120.511905700388, Y=-6.05274788071006, WKID=4326]",BONTOMANAI,KEPULAUAN SELAYAR,SULAWESI SELATAN,-6.052747881,120.5119057,low
4244,"Point[X=108.358723800063, Y=-7.17548003917244, WKID=4326]",KAWALI,CIAMIS,JAWA BARAT,-7.175480039,108.3587238,low
4245,"Point[X=115.620689400296, Y=-8.36679276567355, WKID=4326]",ABANG,KARANGASEM,BALI,-8.366792766,115.6206894,low
4246,"Point[X=109.237156700322, Y=-7.62635419459036, WKID=4326]",KROYA,CILACAP,JAWA TENGAH,-7.626354195,109.2371567,low
4247,"Point[X=111.754870600298, Y=-7.51682600631511, WKID=4326]",SARADAN,MADIUN,JAWA TIMUR,-7.516826006,111.7548706,low
4248,"Point[X=119.610464699586, Y=-4.60684546644507, WKID=4326]",MANDALLE,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,-4.606845466,119.6104647,low
4249,"Point[X=100.687291499703, Y=0.919446342874494, WKID=4326]",KUNTO DARUSSALAM,ROKAN HULU,RIAU,0.919446343,100.6872915,low
4250,"Point[X=105.129570300229, Y=-4.93996624764418, WKID=4326]",SEPUTIH AGUNG,LAMPUNG TENGAH,LAMPUNG,-4.939966248,105.1295703,low
4251,"Point[X=108.256256600162, Y=-6.39980571376265, WKID=4326]",LOHBENER,INDRAMAYU,JAWA BARAT,-6.399805714,108.2562566,low
4252,"Point[X=102.070574399589, Y=0.657818702870884, WKID=4326]",DAYUN,SIAK,RIAU,0.657818703,102.0705744,low
4253,"Point[X=99.1060737700885, Y=2.9400225206229, WKID=4326]",SIANTAR,SIMALUNGUN,SUMATERA UTARA,2.940022521,99.10607377,low
4254,"Point[X=100.425202100097, Y=-0.289558042969247, WKID=4326]",AMPEK ANGKEK,AGAM,SUMATERA BARAT,-0.289558043,100.4252021,low
4255,"Point[X=106.06642599976, Y=-6.71905575372, WKID=4326]",CIJAKU,LEBAK,BANTEN,-6.719055754,106.066426,low
4256,"Point[X=103.336447799926, Y=1.08056724837985, WKID=4326]",MERAL BARAT,KARIMUN,KEPULAUAN RIAU,1.080567248,103.3364478,low
4257,"Point[X=109.109017599882, Y=-7.08357790919308, WKID=4326]",BALAPULANG,TEGAL,JAWA TENGAH,-7.083577909,109.1090176,low
4258,"Point[X=108.755148399679, Y=-7.26387327892866, WKID=4326]",MAJENANG,CILACAP,JAWA TENGAH,-7.263873279,108.7551484,low
4259,"Point[X=105.140813899642, Y=-4.12204626911995, WKID=4326]",WAY SERDANG,MESUJI,LAMPUNG,-4.122046269,105.1408139,low
4260,"Point[X=100.820126199764, Y=0.768429361925541, WKID=4326]",TAPUNG HULU,KAMPAR,RIAU,0.768429362,100.8201262,low
4261,"Point[X=116.36171829986, Y=-8.60470224541223, WKID=4326]",KOPANG,LOMBOK TENGAH,NUSA TENGGARA BARAT,-8.604702245,116.3617183,low
4262,"Point[X=110.326225200333, Y=-7.37863342968899, WKID=4326]",GRABAG,MAGELANG,JAWA TENGAH,-7.37863343,110.3262252,low
4263,"Point[X=110.161493999748, Y=-7.35860914479616, WKID=4326]",TEMBARAK,TEMANGGUNG,JAWA TENGAH,-7.358609145,110.161494,low
4264,"Point[X=124.941559300022, Y=1.28428243818405, WKID=4326]",TONDANO TIMUR,MINAHASA,SULAWESI UTARA,1.284282438,124.9415593,low
4265,"Point[X=100.830347799711, Y=-1.57435432129483, WKID=4326]",LENGAYANG,PESISIR SELATAN,SUMATERA BARAT,-1.574354321,100.8303478,low
4266,"Point[X=115.25669619997, Y=-8.38550817366325, WKID=4326]",PAYANGAN,GIANYAR,BALI,-8.385508174,115.2566962,low
4267,"Point[X=109.12628189959, Y=-7.03132580184422, WKID=4326]",LEBAKSIU,TEGAL,JAWA TENGAH,-7.031325802,109.1262819,low
4268,"Point[X=98.7293924397094, Y=3.37791116626738, WKID=4326]",STM HILIR,DELI SERDANG,SUMATERA UTARA,3.377911166,98.72939244,low
4269,"Point[X=108.28841429978, Y=-7.50392585209636, WKID=4326]",SALOPA,TASIKMALAYA,JAWA BARAT,-7.503925852,108.2884143,low
4270,"Point[X=109.074506200001, Y=1.39294530508181, WKID=4326]",JAWAI,SAMBAS,KALIMANTAN BARAT,1.392945305,109.0745062,low
4271,"Point[X=107.766528900388, Y=-7.3052395110945, WKID=4326]",CISURUPAN,GARUT,JAWA BARAT,-7.305239511,107.7665289,low
4272,"Point[X=109.288250300111, Y=-7.41310997004905, WKID=4326]",KEMBARAN,BANYUMAS,JAWA TENGAH,-7.41310997,109.2882503,low
4273,"Point[X=106.479456599842, Y=-6.37279067215178, WKID=4326]",TENJO,BOGOR,JAWA BARAT,-6.372790672,106.4794566,low
4274,"Point[X=110.275549199836, Y=-7.65985626015822, WKID=4326]",NGLUWAR,MAGELANG,JAWA TENGAH,-7.65985626,110.2755492,low
4275,"Point[X=110.709451399962, Y=-7.36947688065345, WKID=4326]",KLEGO,BOYOLALI,JAWA TENGAH,-7.369476881,110.7094514,low
4276,"Point[X=100.640712199808, Y=-0.205195535845235, WKID=4326]",PAYAKUMBUH UTARA,KOTA PAYAKUMBUH,SUMATERA BARAT,-0.205195536,100.6407122,low
4277,"Point[X=113.360070499654, Y=-7.84180786633993, WKID=4326]",MARON,PROBOLINGGO,JAWA TIMUR,-7.841807866,113.3600705,low
4278,"Point[X=102.736582899981, Y=-3.0766498656987, WKID=4326]",STL ULU TERAWAS,MUSI RAWAS,SUMATERA SELATAN,-3.076649866,102.7365829,low
4279,"Point[X=110.653876599825, Y=-7.54385087032136, WKID=4326]",TERAS,BOYOLALI,JAWA TENGAH,-7.54385087,110.6538766,low
4280,"Point[X=124.582454499576, Y=-9.70315758835198, WKID=4326]",AMANUBAN TIMUR,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,-9.703157588,124.5824545,low
4281,"Point[X=109.186493700424, Y=-7.39882563419559, WKID=4326]",KARANGLEWAS,BANYUMAS,JAWA TENGAH,-7.398825634,109.1864937,low
4282,"Point[X=104.979715200196, Y=-5.30373879211152, WKID=4326]",SUKOHARJO,PRINGSEWU,LAMPUNG,-5.303738792,104.9797152,low
4283,"Point[X=106.225108100359, Y=-6.33310511640792, WKID=4326]",CIBADAK,LEBAK,BANTEN,-6.333105116,106.2251081,low
4284,"Point[X=115.12320650028, Y=-8.58189288874576, WKID=4326]",KEDIRI,TABANAN,BALI,-8.581892889,115.1232065,low
4285,"Point[X=101.080797800178, Y=-1.4703528860768, WKID=4326]",SUNGAI PAGU,SOLOK SELATAN,SUMATERA BARAT,-1.470352886,101.0807978,low
4286,"Point[X=112.138038499577, Y=-7.2189091929049, WKID=4326]",MODO,LAMONGAN,JAWA TIMUR,-7.218909193,112.1380385,low
4287,"Point[X=109.096528499691, Y=-6.97183110871862, WKID=4326]",DUKUHWARU,TEGAL,JAWA TENGAH,-6.971831109,109.0965285,low
4288,"Point[X=112.036258600254, Y=-7.3200373868159, WKID=4326]",KEDUNGADEM,BOJONEGORO,JAWA TIMUR,-7.320037387,112.0362586,low
4289,"Point[X=117.032793200246, Y=-8.5763705180849, WKID=4326]",ALAS,SUMBAWA,NUSA TENGGARA BARAT,-8.576370518,117.0327932,low
4290,"Point[X=106.552618600368, Y=-5.57227427673644, WKID=4326]",KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,-5.572274277,106.5526186,low
4291,"Point[X=103.576463300341, Y=-2.73040164462014, WKID=4326]",BABAT TOMAN,MUSI BANYUASIN,SUMATERA SELATAN,-2.730401645,103.5764633,low
4292,"Point[X=113.657118200145, Y=-7.09649745998973, WKID=4326]",PRAGAAN,SUMENEP,JAWA TIMUR,-7.09649746,113.6571182,low
4293,"Point[X=97.8708356898153, Y=3.50128047301547, WKID=4326]",LAWE BULAN,ACEH TENGGARA,ACEH,3.501280473,97.87083569,low
4294,"Point[X=111.964521300318, Y=-7.19532647503672, WKID=4326]",BALEN,BOJONEGORO,JAWA TIMUR,-7.195326475,111.9645213,low
4295,"Point[X=119.714080299566, Y=-4.9053287007589, WKID=4326]",BALOCCI,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,-4.905328701,119.7140803,low
4296,"Point[X=108.361859500416, Y=-7.23580214185529, WKID=4326]",CIPAKU,CIAMIS,JAWA BARAT,-7.235802142,108.3618595,low
4297,"Point[X=108.514441899774, Y=-7.45598204683392, WKID=4326]",PAMARICAN,CIAMIS,JAWA BARAT,-7.455982047,108.5144419,low
4298,"Point[X=108.128792500274, Y=-7.34944624744634, WKID=4326]",SINGAPARNA,TASIKMALAYA,JAWA BARAT,-7.349446247,108.1287925,low
4299,"Point[X=119.574605900342, Y=-4.7033055970756, WKID=4326]",MARANG,PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,-4.703305597,119.5746059,low
4300,"Point[X=113.74032200006, Y=-7.91076720903942, WKID=4326]",BINAKAL,BONDOWOSO,JAWA TIMUR,-7.910767209,113.740322,low
4301,"Point[X=108.944758699854, Y=-6.87999176221001, WKID=4326]",BULAKAMBA,BREBES,JAWA TENGAH,-6.879991762,108.9447587,low
4302,"Point[X=112.972463099792, Y=-8.28614966477517, WKID=4326]",TEMPURSARI,LUMAJANG,JAWA TIMUR,-8.286149665,112.9724631,low
4303,"Point[X=110.741184800338, Y=-7.59015302524188, WKID=4326]",GATAK,SUKOHARJO,JAWA TENGAH,-7.590153025,110.7411848,low
4304,"Point[X=110.744968199623, Y=-7.21140549706598, WKID=4326]",JUWANGI,BOYOLALI,JAWA TENGAH,-7.211405497,110.7449682,low
4305,"Point[X=128.157256299838, Y=-3.74191115537548, WKID=4326]",NUSANIWE,KOTA AMBON,MALUKU,-3.741911155,128.1572563,low
4306,"Point[X=99.258854249624, Y=2.73447254567151, WKID=4326]",BANDAR PASIR MANDOGE,ASAHAN,SUMATERA UTARA,2.734472546,99.25885425,low
4307,"Point[X=104.856151299943, Y=-3.17369219943544, WKID=4326]",JEJAWI,OGAN KOMERING ILIR,SUMATERA SELATAN,-3.173692199,104.8561513,low
4308,"Point[X=113.559318999672, Y=-7.04215460964747, WKID=4326]",PAKONG,PAMEKASAN,JAWA TIMUR,-7.04215461,113.559319,low
4309,"Point[X=124.858439700032, Y=1.49955137659481, WKID=4326]",SINGKIL,KOTA MANADO,SULAWESI UTARA,1.499551377,124.8584397,low
4310,"Point[X=110.163098900194, Y=-1.04434472173148, WKID=4326]",SIMPANG HILIR,KAYONG UTARA,KALIMANTAN BARAT,-1.044344722,110.1630989,low
4311,"Point[X=109.422800299594, Y=-6.90893256708426, WKID=4326]",TAMAN,PEMALANG,JAWA TENGAH,-6.908932567,109.4228003,low
4312,"Point[X=112.476808499912, Y=-7.57083440688234, WKID=4326]",DLANGGU,MOJOKERTO,JAWA TIMUR,-7.570834407,112.4768085,low
4313,"Point[X=110.947500600173, Y=-8.1411673910622, WKID=4326]",DONOROJO,PACITAN,JAWA TIMUR,-8.141167391,110.9475006,low
4314,"Point[X=108.013285000303, Y=-6.79653824304546, WKID=4326]",PASEH,SUMEDANG,JAWA BARAT,-6.796538243,108.013285,low
4315,"Point[X=107.731049099736, Y=-7.62834945296481, WKID=4326]",PAMEUNGPEUK,GARUT,JAWA BARAT,-7.628349453,107.7310491,low
4316,"Point[X=107.578392400189, Y=-6.22723707623004, WKID=4326]",CILAMAYA WETAN,KARAWANG,JAWA BARAT,-6.227237076,107.5783924,low
4317,"Point[X=107.125610299776, Y=-6.00528569477893, WKID=4326]",PAKISJAYA,KARAWANG,JAWA BARAT,-6.005285695,107.1256103,low
4318,"Point[X=108.312763400111, Y=-6.44043213933173, WKID=4326]",JATIBARANG,INDRAMAYU,JAWA BARAT,-6.440432139,108.3127634,low
4319,"Point[X=101.880338299873, Y=0.02656569185325, WKID=4326]",PANGKALAN KURAS,PELALAWAN,RIAU,0.026565692,101.8803383,low
4320,"Point[X=108.531393999833, Y=-6.97143895664249, WKID=4326]",SINDANG AGUNG,KUNINGAN,JAWA BARAT,-6.971438957,108.531394,low
4321,"Point[X=107.31139740027, Y=-6.85048314068433, WKID=4326]",HAURWANGI,CIANJUR,JAWA BARAT,-6.850483141,107.3113974,low
4322,"Point[X=112.108631600368, Y=-7.04207962687326, WKID=4326]",PLUMPANG,TUBAN,JAWA TIMUR,-7.042079627,112.1086316,low
4323,"Point[X=107.949854099587, Y=-6.54626240708438, WKID=4326]",GANTAR,INDRAMAYU,JAWA BARAT,-6.546262407,107.9498541,low
4324,"Point[X=113.438767900219, Y=-8.24159024489381, WKID=4326]",UMBULSARI,JEMBER,JAWA TIMUR,-8.241590245,113.4387679,low
4325,"Point[X=107.846916899595, Y=-6.89444174419111, WKID=4326]",PAMULIHAN,SUMEDANG,JAWA BARAT,-6.894441744,107.8469169,low
4326,"Point[X=100.767840900237, Y=-0.602652973555848, WKID=4326]",TALAWI,KOTA SAWAHLUNTO,SUMATERA BARAT,-0.602652974,100.7678409,low
4327,"Point[X=107.775803300182, Y=-6.63101797909638, WKID=4326]",CIJAMBE,SUBANG,JAWA BARAT,-6.631017979,107.7758033,low
4328,"Point[X=104.216062699834, Y=-4.15158627338775, WKID=4326]",BATURAJA TIMUR,OGAN KOMERING ULU,SUMATERA SELATAN,-4.151586273,104.2160627,low
4329,"Point[X=95.5183232800954, Y=5.58633993184242, WKID=4326]",MESJID RAYA,ACEH BESAR,ACEH,5.586339932,95.51832328,low
4330,"Point[X=108.174857799848, Y=-6.5371070469526, WKID=4326]",CIKEDUNG,INDRAMAYU,JAWA BARAT,-6.537107047,108.1748578,low
4331,"Point[X=114.111216499742, Y=-3.0782144135643, WKID=4326]",PANDIH BATU,PULANG PISAU,KALIMANTAN TENGAH,-3.078214414,114.1112165,low
4332,"Point[X=109.476969800216, Y=-7.03323281514224, WKID=4326]",BODEH,PEMALANG,JAWA TENGAH,-7.033232815,109.4769698,low
4333,"Point[X=109.627596200205, Y=-7.42916242700437, WKID=4326]",BAWANG,BANJARNEGARA,JAWA TENGAH,-7.429162427,109.6275962,low
4334,"Point[X=114.545407900254, Y=-8.24521134083068, WKID=4326]",MELAYA,JEMBRANA,BALI,-8.245211341,114.5454079,low
4335,"Point[X=107.332929099998, Y=-6.4300050227136, WKID=4326]",CIAMPEL,KARAWANG,JAWA BARAT,-6.430005023,107.3329291,low
4336,"Point[X=105.593711300336, Y=-5.43558094820213, WKID=4326]",WAWAY KARYA,LAMPUNG TIMUR,LAMPUNG,-5.435580948,105.5937113,low
4337,"Point[X=111.269356000379, Y=-8.16423842076648, WKID=4326]",TULAKAN,PACITAN,JAWA TIMUR,-8.164238421,111.269356,low
4338,"Point[X=100.532867000112, Y=-1.25799567995659, WKID=4326]",BAYANG,PESISIR SELATAN,SUMATERA BARAT,-1.25799568,100.532867,low
4339,"Point[X=108.117166900332, Y=-6.98435241723024, WKID=4326]",WADO,SUMEDANG,JAWA BARAT,-6.984352417,108.1171669,low
4340,"Point[X=114.979683499794, Y=-8.45741618560845, WKID=4326]",SALEMADEG BARAT,TABANAN,BALI,-8.457416186,114.9796835,low
4341,"Point[X=107.811108799631, Y=-6.34247936972707, WKID=4326]",TAMBAKDAHAN,SUBANG,JAWA BARAT,-6.34247937,107.8111088,low
4342,"Point[X=106.310876499651, Y=-5.98613987395595, WKID=4326]",TIRTAYASA,SERANG,BANTEN,-5.986139874,106.3108765,low
4343,"Point[X=106.25784140026, Y=-6.02336082414269, WKID=4326]",PONTANG,SERANG,BANTEN,-6.023360824,106.2578414,low
4344,"Point[X=104.255549599834, Y=1.08121520002152, WKID=4326]",BINTAN UTARA,BINTAN,KEPULAUAN RIAU,1.0812152,104.2555496,low
4345,"Point[X=110.242198500061, Y=-7.26389097129123, WKID=4326]",KALORAN,TEMANGGUNG,JAWA TENGAH,-7.263890971,110.2421985,low
4346,"Point[X=106.459750499586, Y=-6.87809800312033, WKID=4326]",CISOLOK,SUKABUMI,JAWA BARAT,-6.878098003,106.4597505,low
4347,"Point[X=109.730553199671, Y=-7.36360604518279, WKID=4326]",MADUKARA,BANJARNEGARA,JAWA TENGAH,-7.363606045,109.7305532,low
4348,"Point[X=111.166996899887, Y=-7.04644914761002, WKID=4326]",NGARINGAN,GROBOGAN,JAWA TENGAH,-7.046449148,111.1669969,low
4349,"Point[X=108.883633900084, Y=-7.03345483797034, WKID=4326]",KETANGGUNGAN,BREBES,JAWA TENGAH,-7.033454838,108.8836339,low
4350,"Point[X=108.375461900147, Y=-6.38404582425534, WKID=4326]",BALONGAN,INDRAMAYU,JAWA BARAT,-6.384045824,108.3754619,low
4351,"Point[X=107.874395299803, Y=-6.38713692363007, WKID=4326]",COMPRENG,SUBANG,JAWA BARAT,-6.387136924,107.8743953,low
4352,"Point[X=113.263345099597, Y=-7.94783548402035, WKID=4326]",RANUYOSO,LUMAJANG,JAWA TIMUR,-7.947835484,113.2633451,low
4353,"Point[X=108.363036599659, Y=-6.82467372661114, WKID=4326]",RAJAGALUH,MAJALENGKA,JAWA BARAT,-6.824673727,108.3630366,low
4354,"Point[X=106.253588199636, Y=-6.21403647110623, WKID=4326]",CIKEUSAL,SERANG,BANTEN,-6.214036471,106.2535882,low
4355,"Point[X=107.391775999763, Y=-6.59797697435783, WKID=4326]",SUKATANI,PURWAKARTA,JAWA BARAT,-6.597976974,107.391776,low
4356,"Point[X=100.911987399799, Y=0.343948283286693, WKID=4326]",KUOK,KAMPAR,RIAU,0.343948283,100.9119874,low
4357,"Point[X=113.049536599934, Y=-8.18570077287234, WKID=4326]",CANDIPURO,LUMAJANG,JAWA TIMUR,-8.185700773,113.0495366,low
4358,"Point[X=100.836183399744, Y=1.16258462667923, WKID=4326]",BONAI DARUSSALAM,ROKAN HULU,RIAU,1.162584627,100.8361834,low
4359,"Point[X=108.413541499641, Y=-6.49811112462868, WKID=4326]",KEDOKAN BUNDER,INDRAMAYU,JAWA BARAT,-6.498111125,108.4135415,low
4360,"Point[X=100.986638600291, Y=-1.82106737695784, WKID=4326]",LINGGO SARI BAGANTI,PESISIR SELATAN,SUMATERA BARAT,-1.821067377,100.9866386,low
4361,"Point[X=99.8234982997068, Y=2.10498045488413, WKID=4326]",RANTAU UTARA,LABUHANBATU,SUMATERA UTARA,2.104980455,99.8234983,low
4362,"Point[X=97.1272009596566, Y=5.16102990760419, WKID=4326]",MUARA DUA,KOTA LHOKSEUMAWE,ACEH,5.161029908,97.12720096,low
4363,"Point[X=122.926969400118, Y=0.659100342007207, WKID=4326]",LIMBOTO BARAT,GORONTALO,GORONTALO,0.659100342,122.9269694,low
4364,"Point[X=110.202605400019, Y=-7.22997691730086, WKID=4326]",KANDANGAN,TEMANGGUNG,JAWA TENGAH,-7.229976917,110.2026054,low
4365,"Point[X=106.121047100343, Y=-6.22631040400188, WKID=4326]",BAROS,SERANG,BANTEN,-6.226310404,106.1210471,low
4366,"Point[X=119.881222599643, Y=-2.96642494565469, WKID=4326]",RANTEPAO,TORAJA UTARA,SULAWESI SELATAN,-2.966424946,119.8812226,low
4367,"Point[X=106.364262000091, Y=-6.77378647536551, WKID=4326]",CIBEBER,LEBAK,BANTEN,-6.773786475,106.364262,low
4368,"Point[X=120.537383500248, Y=-2.58586222496166, WKID=4326]",BONE BONE,LUWU UTARA,SULAWESI SELATAN,-2.585862225,120.5373835,low
4369,"Point[X=109.569831600348, Y=-7.46780116738989, WKID=4326]",PURWANEGARA,BANJARNEGARA,JAWA TENGAH,-7.467801167,109.5698316,low
4370,"Point[X=111.715583699628, Y=-7.4004354323493, WKID=4326]",SEKAR,BOJONEGORO,JAWA TIMUR,-7.400435432,111.7155837,low
4371,"Point[X=99.3189413999257, Y=3.17877259667802, WKID=4326]",BANDAR,SIMALUNGUN,SUMATERA UTARA,3.178772597,99.3189414,low
4372,"Point[X=124.807089600105, Y=1.40183015723602, WKID=4326]",PINELENG,MINAHASA,SULAWESI UTARA,1.401830157,124.8070896,low
4373,"Point[X=105.129719100256, Y=-4.53610588877569, WKID=4326]",TULANG BAWANG TENGAH,TULANG BAWANG BARAT,LAMPUNG,-4.536105889,105.1297191,low
4374,"Point[X=119.882771199831, Y=-3.69618492089734, WKID=4326]",MAIWA,ENREKANG,SULAWESI SELATAN,-3.696184921,119.8827712,low
4375,"Point[X=111.135703500017, Y=-7.56216062201503, WKID=4326]",JENAWI,KARANGANYAR,JAWA TENGAH,-7.562160622,111.1357035,low
4376,"Point[X=108.174896700023, Y=-6.37096812318032, WKID=4326]",LOSARANG,INDRAMAYU,JAWA BARAT,-6.370968123,108.1748967,low
4377,"Point[X=109.318603000128, Y=-7.05671295723715, WKID=4326]",RANDUDONGKAL,PEMALANG,JAWA TENGAH,-7.056712957,109.318603,low
4378,"Point[X=100.7524416002, Y=-1.45515942017107, WKID=4326]",SUTERA,PESISIR SELATAN,SUMATERA BARAT,-1.45515942,100.7524416,low
4379,"Point[X=99.1745316903853, Y=2.87893544381575, WKID=4326]",TANAH JAWA,SIMALUNGUN,SUMATERA UTARA,2.878935444,99.17453169,low
4380,"Point[X=108.174872299617, Y=-7.09985033132767, WKID=4326]",PAGERAGEUNG,TASIKMALAYA,JAWA BARAT,-7.099850331,108.1748723,low
4381,"Point[X=108.133914699604, Y=-7.24328749961836, WKID=4326]",CISAYONG,TASIKMALAYA,JAWA BARAT,-7.2432875,108.1339147,low
